Age,Income,LoanAmount,CreditScore,YearsExperience,Gender,Education,City,EmploymentType,LoanApproved,LoanDate
35,54979.0,20087.0,579,37,Female,High School,San Francisco,Unemployed,0,2024-01-21
63,61988.0,8148.0,645,5,Male,High School,Chicago,Unemployed,0,2020-09-23
35,56432.0,17243.0,493,16,Male,Bachelors,Chicago,Self-Employed,0,2024-08-05
19,44883.0,20099.0,545,3,Female,PhD,Houston,Self-Employed,0,2021-12-03
52,47503.0,20825.0,579,13,Male,PhD,New York,Unemployed,0,2024-09-24
33,53178.0,6156.0,683,29,Female,Bachelors,New York,Salaried,1,2020-04-19
58,36567.0,26030.0,576,19,Male,High School,San Francisco,Unemployed,0,2018-12-14
53,64940.0,21036.0,371,7,Female,Bachelors,Houston,Unemployed,0,2025-11-22
50,54330.0,11557.0,428,1,Male,PhD,New York,Self-Employed,0,2019-05-21
21,51122.0,34393.0,657,36,Female,Bachelors,Houston,Unemployed,0,2023-05-31
50,67887.0,17227.0,824,3,Male,High School,Chicago,Self-Employed,1,2024-08-03
31,48198.0,17747.0,519,9,Male,Masters,New York,Self-Employed,0,2020-09-19
38,47264.0,25134.0,305,19,Female,Bachelors,New York,Unemployed,0,2019-07-09
65,42731.0,35072.0,527,34,Male,Masters,Chicago,Salaried,0,2022-08-26
37,55146.0,25448.0,316,9,Male,Unknown,New York,Self-Employed,0,2018-09-03
25,54627.0,26609.0,311,27,Female,PhD,Chicago,Self-Employed,0,2026-04-09
24,40006.0,11987.0,798,14,Female,PhD,Chicago,Self-Employed,1,2025-09-25
20,47335.0,20696.0,801,35,Female,Masters,Houston,Unemployed,0,2019-06-01
34,40106.0,15742.0,369,0,Female,Bachelors,San Francisco,Unemployed,1,2021-04-21
50,39427.0,25633.0,407,21,Female,PhD,San Francisco,Self-Employed,0,2024-05-25
65,24052.0,26376.0,500,26,Male,Masters,Chicago,Salaried,0,2018-06-07
29,46536.0,33066.0,351,28,Female,Masters,Houston,Unemployed,0,2023-07-29
68,24467.0,2733.0,848,14,Male,Bachelors,Chicago,Salaried,0,2023-02-26
39,43058.0,14955.0,558,9,Male,PhD,Houston,Salaried,0,2022-04-22
39,40810.0,30402.0,781,19,Male,Masters,Houston,Unemployed,0,2026-02-05
63,65778.0,8788.0,563,21,Male,Unknown,San Francisco,Self-Employed,0,2024-10-09
47,34776.0,26445.0,602,8,Male,High School,San Francisco,Salaried,0,2018-10-16
55,38582.0,29072.0,424,31,Female,PhD,Houston,Self-Employed,0,2023-01-15
55,44277.0,19773.0,569,16,Female,Unknown,San Francisco,Salaried,0,2023-11-11
62,41298.0,8628.0,779,18,Female,High School,Houston,Self-Employed,1,2020-07-15
68,70539.0,19028.0,431,39,Female,Masters,New York,Unemployed,0,2018-11-28
25,32921.0,31669.0,301,26,Female,Bachelors,Chicago,Salaried,1,2023-02-27
44,49488.0,32312.0,414,36,Female,Masters,San Francisco,Salaried,0,2025-07-15
44,54981.0,21663.0,780,33,Male,PhD,Chicago,Salaried,1,2023-06-10
51,63218.0,12182.0,300,9,Female,PhD,San Francisco,Self-Employed,0,2019-08-30
38,44296.0,33907.0,630,29,Female,Bachelors,Chicago,Salaried,1,2019-07-04
47,21229.0,26567.0,690,20,Female,Masters,Chicago,Salaried,0,2023-08-30
50,47748.0,12708.0,442,20,Female,Bachelors,San Francisco,Self-Employed,0,2018-03-28
45,70280.0,22740.0,627,33,Female,Masters,San Francisco,Self-Employed,1,2024-04-12
64,54233.0,22374.0,676,8,Male,Masters,San Francisco,Unemployed,0,2026-02-23
50,53546.0,14906.0,389,33,Male,High School,San Francisco,Self-Employed,0,2021-03-26
22,34055.0,22785.0,341,11,Male,Masters,Houston,Salaried,0,2020-03-17
65,32515.0,28849.0,334,20,Female,PhD,San Francisco,Salaried,0,2025-02-10
36,50271.0,17630.0,793,19,Female,PhD,San Francisco,Unemployed,0,2021-08-02
21,28604.0,29666.0,423,5,Female,PhD,San Francisco,Unemployed,0,2018-06-25
52,61720.0,5957.0,356,35,Male,High School,New York,Salaried,0,2019-10-01
66,37300.0,37746.0,755,11,Male,Bachelors,Chicago,Self-Employed,0,2019-08-29
34,49630.0,20459.0,534,30,Female,PhD,San Francisco,Salaried,0,2018-11-12
61,21713.0,28584.0,691,1,Female,PhD,San Francisco,Unemployed,0,2023-04-09
45,44093.0,21749.0,791,15,Male,Bachelors,Chicago,Salaried,1,2021-10-16
47,32212.0,13412.0,642,0,Male,High School,Chicago,Salaried,0,2020-08-01
46,15171.0,19709.0,475,3,Male,Masters,Houston,Salaried,0,2026-01-23
63,58128.0,4724.0,351,0,Female,Bachelors,Chicago,Unemployed,0,2021-11-21
23,74617.0,25507.0,849,34,Male,Masters,Chicago,Unemployed,0,2022-01-07
52,66942.0,21550.0,777,12,Female,Masters,New York,Unemployed,0,2022-05-07
58,60225.0,18468.0,788,30,Female,Masters,Houston,Self-Employed,1,2022-03-30
54,43788.0,26022.0,304,19,Female,Bachelors,New York,Unemployed,0,2021-12-02
41,62088.0,20300.0,508,6,Male,Bachelors,Chicago,Self-Employed,0,2023-03-16
46,68358.0,24855.0,516,39,Male,Masters,San Francisco,Self-Employed,0,2025-09-15
66,52052.0,27699.0,835,32,Male,High School,Houston,Unemployed,0,2021-08-22
63,32235.0,15606.0,641,27,Male,Unknown,Chicago,Self-Employed,0,2022-05-21
48,42509.0,13317.0,700,19,Female,High School,Chicago,Self-Employed,1,2024-05-08
52,75540.0,6220.0,579,31,Female,PhD,San Francisco,Salaried,0,2023-12-13
50,48879.0,20980.0,510,8,Female,Masters,San Francisco,Self-Employed,0,2019-02-03
69,129.0,23617.0,325,33,Female,PhD,San Francisco,Self-Employed,0,2018-11-16
38,27966.0,9411.0,551,13,Male,Unknown,Houston,Unemployed,0,2020-06-18
49,43633.0,31363.0,302,3,Female,Bachelors,New York,Salaried,0,2018-01-04
40,65537.0,13421.0,301,28,Male,High School,Houston,Self-Employed,0,2022-03-26
50,45903.0,3172.0,301,14,Female,PhD,San Francisco,Self-Employed,0,2022-07-23
20,65816.0,31959.0,449,16,Male,PhD,Houston,Self-Employed,0,2022-02-20
35,42108.0,4216.0,303,18,Female,High School,San Francisco,Unemployed,0,2020-05-19
42,20536.0,27713.0,796,37,Female,Masters,New York,Unemployed,0,2019-05-01
59,42627.0,25769.0,849,8,Male,Bachelors,Houston,Salaried,1,2023-03-26
48,55174.0,22556.0,767,26,Female,Bachelors,New York,Self-Employed,1,2018-11-05
20,53929.0,15818.0,369,14,Male,High School,New York,Salaried,0,2021-03-24
57,31173.0,24022.0,500,36,Female,Masters,San Francisco,Unemployed,0,2026-02-28
63,44732.0,28388.0,607,27,Male,Masters,Houston,Self-Employed,1,2020-07-28
41,90270.0,12114.0,551,3,Male,High School,Houston,Self-Employed,0,2022-10-03
67,49488.0,27811.0,586,20,Male,Bachelors,New York,Salaried,0,2022-08-28
49,59911.0,27447.0,591,33,Male,Bachelors,San Francisco,Self-Employed,0,2023-08-22
64,18550.0,22344.0,453,18,Female,Bachelors,New York,Unemployed,0,2019-12-04
39,62957.0,15696.0,432,36,Male,Masters,New York,Salaried,0,2019-07-13
40,36615.0,27484.0,573,3,Male,High School,New York,Salaried,0,2025-06-29
19,56031.0,24067.0,808,36,Male,Masters,New York,Self-Employed,1,2019-08-26
44,30627.0,11872.0,652,31,Male,Bachelors,Houston,Unemployed,0,2021-07-27
59,54363.0,17061.0,304,11,Female,Masters,Chicago,Self-Employed,0,2024-04-26
19,36370.0,26552.0,592,15,Male,Bachelors,Houston,Salaried,0,2020-08-26
43,39274.0,20917.0,659,13,Female,High School,San Francisco,Salaried,1,2023-11-15
34,56630.0,28688.0,513,0,Female,Bachelors,Chicago,Unemployed,0,2024-05-29
57,43544.0,17267.0,705,31,Male,PhD,New York,Salaried,1,2025-11-30
50,55706.0,12001.0,735,20,Male,PhD,Houston,Unemployed,0,2018-09-23
26,47137.0,37549.0,314,3,Male,High School,Chicago,Self-Employed,0,2020-05-08
60,51012.0,6553.0,572,8,Male,Masters,New York,Unemployed,0,2021-08-02
65,56676.0,16001.0,344,21,Female,Masters,Houston,Self-Employed,0,2023-12-22
56,44750.0,22238.0,711,11,Female,Masters,Chicago,Self-Employed,0,2018-04-07
46,35059.0,27889.0,486,29,Male,Bachelors,Houston,Salaried,0,2018-04-18
59,42015.0,25172.0,469,29,Male,PhD,Chicago,Self-Employed,0,2019-09-02
43,67927.0,38490.0,700,31,Female,High School,San Francisco,Salaried,1,2021-03-26
52,51743.0,19059.0,545,35,Female,Masters,Houston,Unemployed,0,2019-11-06
67,37327.0,13016.0,342,6,Male,Masters,Houston,Unemployed,0,2024-10-05
42,56023.0,18242.0,478,16,Male,High School,Chicago,Self-Employed,0,2023-12-30
41,57025.0,17440.0,756,0,Male,Bachelors,San Francisco,Unemployed,0,2019-01-17
30,57800.0,19454.0,834,13,Male,Masters,Houston,Self-Employed,1,2025-12-11
24,35332.0,12140.0,543,37,Male,Bachelors,San Francisco,Unemployed,0,2019-05-24
53,39764.0,26272.0,316,25,Male,Bachelors,San Francisco,Self-Employed,0,2020-05-29
62,39848.0,22967.0,411,26,Female,Bachelors,Houston,Self-Employed,0,2018-05-10
37,44590.0,9889.0,846,15,Female,Unknown,New York,Unemployed,0,2022-06-15
18,58084.0,27744.0,329,6,Female,Masters,Chicago,Unemployed,0,2026-03-01
25,54443.0,13508.0,491,31,Female,High School,Houston,Unemployed,0,2024-08-07
63,55628.0,10537.0,736,24,Male,High School,San Francisco,Unemployed,0,2020-12-16
33,70310.0,20699.0,478,30,Male,Bachelors,Chicago,Self-Employed,0,2026-04-06
31,60333.0,5937.0,773,15,Female,Masters,Houston,Self-Employed,1,2024-11-25
29,47873.0,24716.0,433,13,Male,Bachelors,Chicago,Unemployed,0,2019-07-28
40,39282.0,11765.0,324,29,Male,Bachelors,San Francisco,Salaried,0,2022-07-30
32,46074.0,32601.0,670,6,Female,PhD,New York,Self-Employed,1,2020-04-18
45,49488.0,14507.0,579,11,Female,Bachelors,New York,Self-Employed,0,2024-11-12
51,49590.0,15907.0,618,2,Female,Unknown,Chicago,Unemployed,0,2018-10-20
19,40157.0,30189.0,529,26,Female,Bachelors,San Francisco,Salaried,0,2019-02-01
49,39007.0,13657.0,401,18,Female,Bachelors,San Francisco,Unemployed,0,2024-05-02
40,48956.0,26108.0,749,36,Female,Masters,Houston,Self-Employed,1,2018-06-14
39,63350.0,29394.0,677,6,Female,PhD,Chicago,Self-Employed,1,2026-02-18
68,73865.0,23828.0,502,15,Male,Masters,Houston,Salaried,0,2026-01-07
42,46913.0,8441.0,566,31,Female,High School,San Francisco,Unemployed,1,2026-01-06
39,49329.0,15168.0,761,7,Male,PhD,Chicago,Salaried,1,2024-10-19
39,31791.0,41709.0,664,12,Male,PhD,New York,Unemployed,0,2021-05-21
66,79088.0,16076.0,403,10,Female,Masters,New York,Salaried,0,2020-03-16
69,28985.0,43891.0,410,19,Male,Bachelors,Houston,Unemployed,1,2019-12-14
59,67575.0,33672.0,727,17,Male,High School,Chicago,Unemployed,0,2019-09-11
23,44520.0,24153.0,768,36,Female,High School,San Francisco,Unemployed,0,2023-06-27
32,41010.0,22378.0,549,5,Male,PhD,Houston,Self-Employed,0,2025-09-13
60,33350.0,16281.0,781,19,Female,High School,New York,Unemployed,0,2020-09-05
54,86151.0,19289.0,630,31,Male,PhD,San Francisco,Self-Employed,1,2018-10-22
50,53322.0,14490.0,500,28,Male,PhD,Chicago,Salaried,0,2022-09-16
25,50319.0,19491.0,579,3,Male,High School,New York,Unemployed,0,2025-06-07
61,63301.0,9102.0,579,6,Male,PhD,San Francisco,Self-Employed,0,2023-06-04
61,40238.0,8674.0,845,19,Female,Bachelors,New York,Salaried,1,2020-05-14
22,50028.0,30408.0,410,33,Female,PhD,Chicago,Unemployed,0,2020-07-12
56,50845.0,7102.0,843,35,Female,Bachelors,Houston,Salaried,1,2022-10-06
21,42318.0,27089.0,579,6,Male,Bachelors,San Francisco,Self-Employed,0,2022-12-16
23,67995.0,4845.0,332,32,Male,Bachelors,San Francisco,Self-Employed,0,2025-09-21
62,46720.0,25037.0,406,14,Male,High School,Chicago,Unemployed,0,2023-07-04
49,26703.0,18339.0,564,31,Male,Bachelors,New York,Self-Employed,0,2020-07-18
69,45478.0,30571.0,525,21,Female,High School,New York,Self-Employed,0,2019-12-15
47,53738.0,17344.0,786,39,Male,Masters,New York,Salaried,1,2019-05-25
64,36598.0,3924.0,478,28,Female,Bachelors,San Francisco,Unemployed,0,2023-10-30
52,37781.0,18496.0,521,24,Male,PhD,San Francisco,Unemployed,0,2019-07-15
57,41806.0,21277.0,669,4,Male,Masters,New York,Unemployed,0,2021-07-11
69,68319.0,18944.0,466,13,Female,Masters,San Francisco,Salaried,0,2020-07-15
33,42693.0,24601.0,599,34,Female,Bachelors,Houston,Self-Employed,0,2026-04-21
30,71437.0,15485.0,680,1,Female,High School,Chicago,Unemployed,0,2019-12-12
67,40776.0,9893.0,334,24,Female,Masters,Chicago,Unemployed,0,2025-02-09
59,49488.0,12003.0,706,15,Male,Bachelors,San Francisco,Salaried,1,2018-01-02
47,43306.0,15874.0,801,15,Female,Masters,Houston,Salaried,1,2019-03-17
36,61311.0,15805.0,613,10,Female,Masters,Houston,Unemployed,0,2023-09-14
34,33226.0,39249.0,400,34,Male,Bachelors,New York,Unemployed,0,2024-08-31
36,61143.0,30041.0,514,22,Male,PhD,Chicago,Salaried,0,2024-07-19
45,51708.0,25494.0,361,4,Male,PhD,Chicago,Salaried,0,2024-08-18
43,49488.0,23568.0,668,34,Male,PhD,Chicago,Salaried,1,2024-09-26
54,47507.0,22398.0,667,28,Female,Masters,San Francisco,Salaried,1,2021-03-26
43,73008.0,22440.0,393,4,Female,High School,Houston,Self-Employed,0,2024-02-21
40,52068.0,21306.0,768,2,Male,High School,New York,Self-Employed,1,2022-05-28
26,39459.0,20321.0,325,5,Female,Masters,San Francisco,Unemployed,0,2023-04-08
29,31930.0,3265.0,734,22,Female,Masters,New York,Self-Employed,0,2022-09-24
18,57581.0,17047.0,420,1,Male,Bachelors,San Francisco,Salaried,0,2023-05-22
18,52938.0,18078.0,349,17,Female,Unknown,Chicago,Unemployed,0,2026-03-04
64,60425.0,14008.0,335,29,Female,Masters,New York,Salaried,0,2019-05-19
51,28067.0,15551.0,709,37,Male,PhD,Houston,Self-Employed,0,2020-09-28
49,32416.0,22406.0,588,4,Female,High School,Houston,Salaried,0,2018-01-20
65,67203.0,26141.0,678,10,Female,Masters,San Francisco,Unemployed,0,2018-05-20
42,54970.0,22394.0,399,0,Male,Bachelors,Chicago,Self-Employed,0,2021-11-01
57,58001.0,25940.0,623,9,Female,Bachelors,San Francisco,Unemployed,0,2025-02-17
62,35560.0,26081.0,628,25,Male,Unknown,New York,Self-Employed,0,2023-12-23
18,35285.0,17602.0,520,32,Male,PhD,Houston,Salaried,0,2019-04-20
33,64869.0,24202.0,409,26,Male,High School,Houston,Unemployed,0,2023-12-23
56,65576.0,6029.0,448,11,Male,Masters,Houston,Self-Employed,0,2021-11-08
22,33675.0,16925.0,705,1,Male,PhD,Houston,Self-Employed,0,2022-06-27
39,30809.0,15985.0,709,0,Male,Masters,New York,Self-Employed,0,2021-09-16
46,48371.0,32251.0,428,0,Female,PhD,Houston,Self-Employed,0,2023-02-15
20,38010.0,22697.0,783,32,Male,PhD,San Francisco,Salaried,0,2022-12-01
29,37697.0,9324.0,407,21,Female,Masters,Houston,Salaried,0,2024-05-05
43,31229.0,24757.0,688,11,Male,High School,New York,Self-Employed,0,2021-03-12
33,42973.0,27278.0,724,38,Male,Bachelors,Chicago,Salaried,1,2024-02-24
68,32680.0,19283.0,746,35,Male,PhD,Chicago,Salaried,0,2025-01-05
54,33569.0,25522.0,367,20,Female,PhD,Houston,Self-Employed,0,2025-01-13
39,54476.0,34.0,365,19,Female,Bachelors,Chicago,Salaried,0,2023-08-25
31,57273.0,10571.0,803,25,Female,Bachelors,Houston,Unemployed,0,2019-01-19
45,25264.0,21192.0,620,30,Male,High School,New York,Salaried,0,2019-06-05
22,50148.0,32257.0,746,0,Male,PhD,Chicago,Self-Employed,1,2020-01-22
64,49488.0,10989.0,509,37,Female,PhD,Chicago,Unemployed,0,2019-09-24
66,44416.0,13171.0,669,13,Male,Masters,Houston,Salaried,1,2021-03-08
47,62371.0,20709.0,757,25,Male,High School,Chicago,Salaried,1,2023-07-07
63,62240.0,16061.0,462,6,Female,Unknown,Houston,Self-Employed,0,2020-07-29
69,62978.0,15606.0,631,11,Male,High School,Houston,Self-Employed,1,2023-12-20
22,52500.0,16628.0,649,23,Male,High School,San Francisco,Salaried,1,2019-08-01
29,58491.0,30518.0,767,18,Female,High School,San Francisco,Self-Employed,1,2022-02-09
33,60485.0,28929.0,725,8,Female,High School,San Francisco,Unemployed,0,2021-09-20
43,59532.0,20188.0,626,34,Male,Bachelors,New York,Unemployed,0,2024-01-03
43,33239.0,33236.0,405,3,Male,Masters,Chicago,Salaried,0,2024-07-09
65,24389.0,24072.0,554,31,Female,PhD,Chicago,Salaried,0,2019-01-23
38,26696.0,29231.0,657,5,Female,Bachelors,San Francisco,Self-Employed,0,2019-09-17
56,45948.0,13116.0,743,27,Male,Bachelors,Houston,Unemployed,0,2024-12-10
53,58909.0,14771.0,412,27,Female,PhD,Houston,Self-Employed,0,2020-01-14
50,33434.0,14685.0,329,39,Female,Masters,Houston,Salaried,0,2023-10-12
47,63860.0,19306.0,823,28,Female,Bachelors,Houston,Salaried,1,2022-01-22
54,42466.0,20479.0,345,4,Male,PhD,New York,Salaried,0,2022-11-04
40,42609.0,22593.0,470,4,Male,Masters,Chicago,Salaried,0,2024-03-23
27,37458.0,35785.0,429,36,Male,Masters,San Francisco,Salaried,0,2024-07-05
22,21728.0,25770.0,652,27,Male,High School,New York,Salaried,1,2019-06-08
53,53440.0,15882.0,502,8,Male,Unknown,Chicago,Self-Employed,0,2018-12-04
51,75690.0,19974.0,525,28,Female,Masters,New York,Self-Employed,0,2019-05-30
69,49060.0,32040.0,579,13,Female,Bachelors,Houston,Self-Employed,0,2018-06-30
48,22241.0,26255.0,609,37,Female,PhD,New York,Unemployed,0,2023-02-07
27,61705.0,31934.0,334,39,Male,Bachelors,New York,Self-Employed,0,2022-11-06
36,25628.0,16139.0,460,33,Male,Masters,Houston,Salaried,0,2023-05-06
49,31864.0,14307.0,734,36,Female,PhD,Houston,Self-Employed,0,2018-04-06
18,46425.0,14424.0,837,13,Female,PhD,San Francisco,Self-Employed,1,2023-03-08
22,51843.0,16784.0,524,17,Female,High School,San Francisco,Unemployed,0,2025-05-13
62,34870.0,11494.0,745,32,Female,PhD,Chicago,Salaried,0,2024-02-03
21,45840.0,22362.0,616,33,Male,Masters,San Francisco,Unemployed,0,2024-12-10
33,60727.0,22499.0,713,27,Male,High School,San Francisco,Unemployed,0,2022-11-18
41,62783.0,30710.0,394,35,Female,Masters,Chicago,Unemployed,0,2026-01-16
33,68772.0,5918.0,524,36,Male,Masters,New York,Self-Employed,0,2025-05-09
19,78641.0,12447.0,365,22,Male,High School,New York,Salaried,0,2018-12-08
66,62148.0,26445.0,696,16,Male,High School,New York,Salaried,1,2024-12-14
45,46749.0,21468.0,509,10,Male,Bachelors,Houston,Unemployed,0,2019-02-24
49,62890.0,20358.0,773,31,Female,Masters,Chicago,Salaried,1,2018-02-09
44,49488.0,30111.0,789,36,Female,Bachelors,New York,Salaried,1,2025-04-03
37,57596.0,11920.0,479,14,Male,PhD,San Francisco,Unemployed,0,2023-10-18
41,52658.0,14170.0,823,3,Female,PhD,San Francisco,Self-Employed,1,2024-10-25
29,36319.0,13228.0,758,38,Male,Bachelors,San Francisco,Unemployed,0,2019-01-29
67,34579.0,3897.0,367,29,Female,High School,Chicago,Unemployed,0,2018-07-13
52,48543.0,21063.0,628,9,Female,PhD,Chicago,Self-Employed,1,2018-06-24
50,52234.0,15817.0,501,22,Female,High School,San Francisco,Self-Employed,0,2018-08-29
50,39808.0,14137.0,774,23,Female,Bachelors,Houston,Self-Employed,0,2018-10-01
68,56350.0,12693.0,817,35,Female,High School,Houston,Self-Employed,1,2025-05-24
60,81211.0,19858.0,314,4,Female,Masters,New York,Unemployed,0,2022-09-27
54,23835.0,13612.0,341,36,Female,Unknown,New York,Self-Employed,0,2025-09-06
29,58734.0,21773.0,842,18,Male,High School,New York,Salaried,1,2020-05-14
20,49010.0,23673.0,588,36,Female,High School,New York,Unemployed,0,2019-09-26
18,56760.0,17643.0,579,7,Male,Masters,New York,Unemployed,0,2023-12-31
50,43539.0,17100.0,543,6,Female,High School,Chicago,Self-Employed,0,2025-04-25
57,47809.0,21484.0,473,39,Female,Bachelors,Chicago,Self-Employed,0,2019-01-18
27,51943.0,19769.0,833,12,Female,Bachelors,Houston,Salaried,1,2025-07-18
60,45475.0,30641.0,808,36,Male,Bachelors,Houston,Self-Employed,1,2026-03-24
61,49488.0,22546.0,543,26,Male,PhD,Chicago,Unemployed,0,2021-04-23
46,46491.0,28765.0,359,17,Male,High School,Houston,Self-Employed,0,2023-11-20
30,49488.0,24884.0,403,23,Male,PhD,San Francisco,Salaried,0,2021-04-09
29,59798.0,9453.0,579,1,Male,PhD,Houston,Unemployed,0,2025-09-28
48,22017.0,15534.0,376,15,Female,High School,San Francisco,Unemployed,0,2021-08-04
63,65430.0,19615.0,317,13,Male,High School,San Francisco,Self-Employed,0,2018-03-13
19,56443.0,26948.0,833,16,Male,Bachelors,New York,Salaried,1,2023-11-24
68,56501.0,35423.0,483,5,Male,PhD,Houston,Salaried,0,2019-12-12
67,17535.0,16127.0,849,34,Female,PhD,San Francisco,Self-Employed,0,2021-02-25
52,45071.0,20442.0,580,16,Female,High School,Houston,Unemployed,0,2025-09-20
40,67303.0,26399.0,587,37,Female,PhD,Houston,Unemployed,0,2024-10-07
34,42221.0,19537.0,824,39,Male,Masters,Chicago,Unemployed,0,2020-07-18
43,33829.0,33153.0,773,5,Female,High School,Chicago,Self-Employed,0,2021-10-15
25,40450.0,9218.0,566,37,Male,Bachelors,New York,Unemployed,0,2025-09-12
46,48976.0,25424.0,656,20,Female,Masters,Houston,Unemployed,0,2025-12-10
43,37229.0,25346.0,300,34,Female,Unknown,Chicago,Self-Employed,0,2024-05-15
27,68507.0,29216.0,326,22,Female,Bachelors,San Francisco,Unemployed,0,2025-08-04
43,49030.0,20496.0,847,11,Female,Masters,San Francisco,Self-Employed,1,2020-06-19
51,41666.0,27132.0,579,28,Female,Masters,New York,Salaried,0,2022-12-13
68,30480.0,18007.0,698,26,Male,Unknown,San Francisco,Salaried,0,2022-09-16
58,57267.0,13589.0,842,5,Male,PhD,Houston,Self-Employed,1,2021-12-24
24,56925.0,12422.0,426,20,Female,Masters,San Francisco,Self-Employed,0,2024-10-08
21,38117.0,8469.0,509,6,Male,Masters,New York,Self-Employed,0,2023-03-21
67,16455.0,16469.0,449,15,Female,High School,New York,Unemployed,0,2020-04-10
62,56161.0,22492.0,330,4,Female,Bachelors,San Francisco,Unemployed,0,2018-03-23
28,47198.0,18335.0,601,14,Female,PhD,Houston,Self-Employed,1,2024-03-21
46,55041.0,21584.0,556,20,Female,PhD,Chicago,Self-Employed,0,2021-07-31
53,79358.0,29879.0,356,3,Female,Bachelors,Houston,Unemployed,0,2023-06-30
42,49598.0,15860.0,308,4,Female,Unknown,Houston,Unemployed,0,2023-11-07
38,42292.0,38722.0,304,6,Female,PhD,Houston,Self-Employed,0,2026-01-18
53,32790.0,26042.0,413,34,Male,PhD,San Francisco,Unemployed,0,2019-10-21
27,45314.0,18425.0,579,35,Male,High School,Chicago,Unemployed,0,2018-08-19
54,52409.0,18243.0,323,14,Female,High School,Houston,Salaried,0,2019-09-19
26,50800.0,11935.0,792,27,Male,PhD,Chicago,Self-Employed,1,2018-06-14
41,75852.0,19794.0,705,1,Female,Bachelors,New York,Self-Employed,1,2021-11-24
52,57486.0,2707.0,402,4,Male,Bachelors,Chicago,Unemployed,0,2019-09-14
66,47978.0,30046.0,359,6,Male,High School,San Francisco,Salaried,0,2026-03-14
